course_id,course_title,is_paid,price,num_subscribers,num_reviews,num_lectures,level,subject,ingreso_por_curso
560218,Introduction to Financial Statements,True,40,112,1,14,Beginner Level,Business Finance,4480
253810,"IAS 8-Accounting Policies ,Changes in Accounting Estimates",False,0,2122,30,15,All Levels,Business Finance,0
420926,CFA® Level 1 2014 – Financial Reporting and Analysis,True,50,152,2,102,All Levels,Business Finance,7600
382824,Investment Banking Operations : Securities Trade Life Cycle,True,30,267,9,10,All Levels,Business Finance,8010
73046,CFA Level I Foundation Course: Introduction to Quants,True,50,155,4,11,Beginner Level,Business Finance,7750
73860,Financial Risk Manager (FRM) Certification: Level I,True,50,87,25,113,All Levels,Business Finance,4350
191588,IAS 10 - Events After Reporting Date,False,0,2146,35,8,All Levels,Business Finance,0
665866,Investment Portfolio Analysis with Excel,True,50,154,7,39,All Levels,Business Finance,7700
73068,Introduction to the CFA Program,False,0,4248,66,6,Beginner Level,Business Finance,0
252950,Chartered Financial Analyst (CFA) - Level 1 - FRA,True,30,517,5,17,Beginner Level,Business Finance,15510
760990,Excel 4 Accounting & Bookkeeping - Master Lookup Functions,True,35,2638,140,12,All Levels,Business Finance,92330
874312,Cashflow Management for Small Businesses: A How To Guide,True,25,2914,11,5,All Levels,Business Finance,72850
373716,Forex Basics (Professional Course Level),True,20,6050,34,25,All Levels,Business Finance,121000
1275790,Advanced Butterfly Spreads for Options Income Strategies,True,60,16,1,8,Expert Level,Business Finance,960
836926,The Holy Grail of Auto Trading Forex Futures Stocks Revealed,True,50,3917,45,7,All Levels,Business Finance,195850
1131122,IPO Fundamentals,True,20,1122,13,6,Beginner Level,Business Finance,22440
595258,Finance for Non-Finance: Learn Quick and Easy,True,20,4158,51,30,Beginner Level,Business Finance,83160
1269590,Advanced Options Trading Course,True,40,1252,2,6,Intermediate Level,Business Finance,50080
611420,Statistics - Measures of Dispersion for CA / CS / CFA exams,True,20,5108,9,13,All Levels,Business Finance,102160
941990,Work From Home Online (Part/Full) : Trade Forex 4 Beginners,True,45,2981,23,17,Beginner Level,Business Finance,134145
1119920,Financial Ratios Using Excel,True,100,1223,14,29,Beginner Level,Business Finance,122300
256200,How To Start Trading Penny Stocks In 10 Easy Steps 2017,True,50,7750,58,15,All Levels,Business Finance,387500
207166,How to Copy the Best Traders on Etoro,True,90,564,9,41,All Levels,Business Finance,50760
390472,How To Set Up A Limited Company In The UK,False,0,2075,69,11,Beginner Level,Business Finance,0
575476,Forex trading made simple,True,100,45,4,31,All Levels,Business Finance,4500
460652,Financial and Business Simulation with Microsoft Excel,True,20,44,5,8,Expert Level,Business Finance,880
157336,10.  Bonds and Bond Pricing,True,20,308,4,10,All Levels,Business Finance,6160
65110,Professional Risk Manager (PRM) Certification: Level 3,True,50,55,5,22,All Levels,Business Finance,2750
987682,Stocks: Quick Method to get started Investing,False,0,718,13,7,Beginner Level,Business Finance,0
835212,The Fundamentals Of Finance For Non-Finance Professionals,True,40,206,3,7,All Levels,Business Finance,8240
882276,Forex - Top Equity Management Strategy,True,20,18,4,13,All Levels,Business Finance,360
971110,The Truths about (in)secure Retirement,True,200,86,6,32,Intermediate Level,Business Finance,17200
414744,Learn How to File Taxes for Uber and Lyft Drivers,True,40,294,5,25,All Levels,Business Finance,11760
537286,Learn the Basics of the Wave Principle:,True,30,27,4,10,Beginner Level,Business Finance,810
1123226,MasterClass-Japanese &  Heiken Ashi CandleStick Patterns,True,195,375,10,26,All Levels,Business Finance,73125
1170626,Start Trading Stocks Using Technical Analysis! Part 2,True,95,94,11,25,All Levels,Business Finance,8930
1016996,Introduction to Corporate Finance (Mergers & Acquisitions),False,0,2080,83,30,Beginner Level,Business Finance,0
1046992,Forex & Financial Market Trading Tutorial- Online Strategies,False,0,3137,30,69,All Levels,Business Finance,0
929526,Learn to trade Candlestick Patterns,True,20,155,23,22,Intermediate Level,Business Finance,3100
631276,High-Frequency Trading #2: Market Structure & Instruments,True,50,1732,11,12,All Levels,Business Finance,86600
86558,The Art Of Financial Valuation With Certificate,True,20,3372,12,12,All Levels,Business Finance,67440
615600,Sensitivity & Scenario Analysis for CA / CFA / CPA Exams,True,20,2185,3,13,All Levels,Business Finance,43700
799434,"Economics:   Competition, Elasticity, a little Game Theory",True,50,1008,14,42,All Levels,Business Finance,50400
1088656,Quantitative Trading Analysis with Python,True,50,256,17,49,All Levels,Business Finance,12800
674354,Invest Like a Pro!,True,200,1173,22,15,Beginner Level,Business Finance,234600
1187758,Options Trading Essentials: The ULTIMATE Guides,False,0,1352,6,20,All Levels,Business Finance,0
548764,ACCA FA1 Recording Financial Transactions,True,50,49,8,27,Beginner Level,Business Finance,2450
410576,CFA® Level 1 2014 – Portfolio Management,True,40,124,2,10,All Levels,Business Finance,4960
501384,Essentials Of Swing Trading Stocks,True,20,105,9,5,All Levels,Business Finance,2100
59725,Small Business and Managerial Accounting Training Tutorial,True,20,117,3,71,Beginner Level,Business Finance,2340
47504,Use Crowdfunding Effectively With Indiegogo and Kickstarter,False,0,6533,32,9,All Levels,Business Finance,0
1257502,The Complete Litecoin Crypto Currency Bootcamp,True,20,7,3,24,All Levels,Business Finance,140
304426,Bank Reconciliation & VAT on Excel,True,20,30,5,19,All Levels,Business Finance,600
581598,Commodity Futures Day Trading Strategies,True,95,91,5,28,All Levels,Business Finance,8645
328842,Learn to invest in the Stock Market,True,40,28,5,14,Beginner Level,Business Finance,1120
541824,FX Commodity Chart Trading Patterns for Success,True,50,83,10,15,All Levels,Business Finance,4150
103144,Forex Elite Trading,True,85,623,7,22,All Levels,Business Finance,52955
937150,How to Invest in Startups - Expert Reveals Winning Secrets.,False,0,1625,5,145,All Levels,Business Finance,0
1215926,Kickstarter success in 5 easy steps,True,20,0,0,12,All Levels,Business Finance,0
1035638,Understanding Financial Statements,True,25,0,0,10,All Levels,Business Finance,0
1249146,Planning and Executing a Financial Statement Audit,True,50,0,0,9,Intermediate Level,Business Finance,0
1233894,The Latest Updates 2016 Financial Accounting Standards Board,True,50,1,0,9,Intermediate Level,Business Finance,50
975910,How to achieve personal transformation,True,20,0,0,10,All Levels,Business Finance,0
1221942,Basic Bookkeeping,True,35,0,0,12,Beginner Level,Business Finance,0
1169196,"Credit concepts and checklist for bankers, credit analyst",True,20,0,0,10,Beginner Level,Business Finance,0
1271182,Practical Film Financing: Finding & Pitching Investors,True,100,0,0,9,Beginner Level,Business Finance,0
1233302,Ratio Analysis for Financial Statements,True,50,0,0,6,Beginner Level,Business Finance,0
1231958,60 Minutes to Fundamental Accounting Skills,True,75,0,0,9,Beginner Level,Business Finance,0
837322,Essentials of money value: Get a financial Life !,True,20,0,0,20,All Levels,Business Finance,0
1157298,Introduction to Forex Trading Business For Beginners,True,20,0,0,27,Beginner Level,Business Finance,0
42645,"Backspreads, Diagonals and Butterflies - Advanced Strategies",True,60,737,41,10,Expert Level,Business Finance,44220
355622,Trade Forex 13 Patterns - Golden Ratios Secret Revealed,True,200,554,63,44,All Levels,Business Finance,110800
514036,Crystal ball trading - foresee price with seasonal patterns,True,145,807,19,23,All Levels,Business Finance,117015
45136,Weekly Options and study of Options expiration dynamics,True,60,779,56,6,Expert Level,Business Finance,46740
371574,Cost Accounting Basics (Professional Course Level),True,20,1777,11,23,Beginner Level,Business Finance,35540
915964,Learn to Reliably Invest In The Stock Market,True,50,841,14,19,All Levels,Business Finance,42050
1209556,Hedge Fund Trading Systems Part Two - Stocks & ETFs,True,200,56,10,23,Expert Level,Business Finance,11200
412856,Stock Market Option Trading: How Sell Options For Premium,True,200,1909,8,19,Intermediate Level,Business Finance,381800
42651,Straddles and Strangles - Volatility moves in any direction,True,60,775,54,11,Expert Level,Business Finance,46500
294914,Debt Collection Management: Get Paid On Time EVERY TIME!,True,20,1255,8,38,All Levels,Business Finance,25100
219306,Learn about it,True,20,1193,24,27,All Levels,Business Finance,23860
652768,Trading: Basics of Trading for Beginners,True,140,1309,4,20,Beginner Level,Business Finance,183260
42197,Options Spreads Bundle-  the heart of Options Trading,True,120,623,43,8,Intermediate Level,Business Finance,74760
936298,Trade the News in Forex: EA Robot Included,True,200,276,11,11,All Levels,Business Finance,55200
885443,Investment Portfolio Analysis with R,True,50,314,38,37,All Levels,Business Finance,15700
585208,Basics of Economics For Beginners A to Z - A Complete Course,True,170,1942,5,24,Beginner Level,Business Finance,330140
386922,Seeing the Big Picture: Understanding Financial Statements,True,50,885,69,14,All Levels,Business Finance,44250
1023650,Financial Modeling for Professionals in 1 Day!,True,200,226,12,29,Intermediate Level,Business Finance,45200
676764,Create Your Own Automated Stock Trading Robot In EXCEL!,True,150,461,45,44,All Levels,Business Finance,69150
696342,FOREX: From Zero To Hero,True,150,152,27,26,All Levels,Business Finance,22800
41145,Learn Call Options and Put Options - Introduction to Options,True,60,1017,74,20,Beginner Level,Business Finance,61020
145220,1. Principles of Simple Interest ,True,20,1074,6,13,All Levels,Business Finance,21480
868686,Double Entry Bookkeeping,True,50,440,17,10,Beginner Level,Business Finance,22000
745110,MQL5 Tutorial Bootcamp,True,20,978,7,13,Beginner Level,Business Finance,19560
745832,Succeed at Options Even If You Don't Know Where to Start,True,200,36,1,12,All Levels,Business Finance,7200
43778,"Buying, Selling, and Storing Precious Metal",True,20,74,1,14,All Levels,Business Finance,1480
19653,Accounting Skills for Managers,True,20,78,3,10,Beginner Level,Business Finance,1560
1013190,Analysis and Evaluation of Economic Feasibility of Projects,True,100,10,1,8,Intermediate Level,Business Finance,1000
824034,Technical Analysis: Understanding Price Action,True,45,39,6,37,All Levels,Business Finance,1755
370440,Bitcoin For Beginners,True,50,37,3,22,Beginner Level,Business Finance,1850
312860,"IAS 16-Property,Plant and Equipment ",False,0,2166,38,20,All Levels,Business Finance,0
168358,Basel II,True,50,78,6,57,All Levels,Business Finance,3900
721746,Forex Trading Plan,True,50,21,3,24,All Levels,Business Finance,1050
885342,Financial Modeling 101,False,0,1086,37,5,Beginner Level,Business Finance,0
811416,Learn Financial Modeling from Scratch - Part1,True,50,7,4,29,All Levels,Business Finance,350
35131,Introduction to Small Business Accounting Training Tutorial,True,25,168,9,75,Beginner Level,Business Finance,4200
570844,Learn Basic Concepts of Economics Step by Step - Complete,True,150,2801,6,25,All Levels,Business Finance,420150
189996,Introduction to Digital Payments ,False,0,12217,351,17,Beginner Level,Business Finance,0
716828,The Beginner's Guide to the Futures and Options Trading,False,0,6185,138,20,All Levels,Business Finance,0
702138,Bitcoin Investing: The Complete Buy & Hold Strategy,True,25,477,70,41,All Levels,Business Finance,11925
130298,Financial Modeling in Excel for Startups,True,50,1334,86,54,Beginner Level,Business Finance,66700
709536,Learn to Trade Forex Naked Price Action Big Shadow Trade,False,0,5407,192,11,Intermediate Level,Business Finance,0
706942,Forex Trading For Beginners ,False,0,9483,183,22,Beginner Level,Business Finance,0
297762,Build a Trading Comps Valuation Model,True,50,1032,60,55,All Levels,Business Finance,51600
614472,The Advanced Forex Course for Smart Traders,False,0,8236,144,25,All Levels,Business Finance,0
463834,Cost Accounting Overheads (Professional Course Level),True,20,2383,6,19,All Levels,Business Finance,47660
934614,Beginners Guide to Stock Market Investing,False,0,3283,109,42,Beginner Level,Business Finance,0
430968,Financial Management Capital Market Instruments,True,25,2650,5,17,Beginner Level,Business Finance,66250
305368,NPV and IRR Techniques for CA / CFA / CPA Exams,True,20,1551,5,55,Beginner Level,Business Finance,31020
179446,Commercial Credit Analysis,True,50,545,48,42,All Levels,Business Finance,27250
443502,Essential Finance For Managers,True,25,663,10,79,All Levels,Business Finance,16575
414246,Bitcoin for Accountants,False,0,3519,102,6,Beginner Level,Business Finance,0
571506,ProTrader -  Advanced Technical Analysis,True,125,825,11,34,All Levels,Business Finance,103125
1101382,Binary Options Masterclass,True,200,70,11,16,All Levels,Business Finance,14000
638966,188% Profit in 1Year - Forex ALGO Robot Trading no indicator,True,120,357,71,20,All Levels,Business Finance,42840
757508,"Financial Accounting, its Cycle, Statements & Analysis",True,20,853,4,35,Beginner Level,Business Finance,17060
180384,Yield Curve Dynamics,True,50,397,24,19,All Levels,Business Finance,19850
812798,Value Investing and Stock Market Fundamentals,True,195,74,8,17,Beginner Level,Business Finance,14430
364206,Media Training for Financial Service Professionals,True,20,1254,2,64,All Levels,Business Finance,25080
742142,Learn the Forex Naked Price Action Pogo Trade,True,60,89,4,10,Intermediate Level,Business Finance,5340
895030,Forex - Price action Reversal Strategy,True,20,38,6,16,All Levels,Business Finance,760
516168,Budget preparation for an EU project proposal,True,50,18,4,5,Intermediate Level,Business Finance,900
612528,Corporate Finance and Alternative Investment for CFA L1,True,20,103,3,27,All Levels,Business Finance,2060
597084,Don't Let Your Customers Run Your Business,True,50,7,3,28,Intermediate Level,Business Finance,350
544556,Stock Trading: Insider Tips For Determining Market Direction,True,95,104,1,11,All Levels,Business Finance,9880
953490,TopTrader Academy - Complete Options Course,True,150,42,1,11,All Levels,Business Finance,6300
221872,Working Capital Management for Entrepreneurs,True,20,507,5,15,Expert Level,Business Finance,10140
662318,Learn Quickbooks to maintain books properly,True,20,241,5,26,Beginner Level,Business Finance,4820
73044,CFA Level I Foundation: Introduction to Financial Reporting,True,50,226,5,13,Beginner Level,Business Finance,11300
714188,"Fixed Income Valuation and Analysis, CFA L2",True,20,50,6,12,All Levels,Business Finance,1000
548044,Corporation Tax Returns UK,True,50,100,23,25,All Levels,Business Finance,5000
498360,Trading For Busy People,True,50,99,12,26,All Levels,Business Finance,4950
425338,Basics of Trading,True,40,99,17,27,Beginner Level,Business Finance,3960
164102,CFP - Introduction to Financial Planning,True,30,1192,12,38,Beginner Level,Business Finance,35760
902888,Investment Portfolio Analysis with Python,True,50,209,13,37,All Levels,Business Finance,10450
245822,Day Trading Market Structure Signals,False,0,5529,90,5,All Levels,Business Finance,0
729128,Professional Bookkeeping and Accounting 3: Double Entry ,True,35,81,8,33,All Levels,Business Finance,2835
773650,"Accounting Basics by Hector Garcia, CPA",False,0,1924,120,5,Beginner Level,Business Finance,0
466632,Stock Markets: How I Became Rich By Changing How I Trade,True,20,646,6,17,All Levels,Business Finance,12920
466774,Learn About Bitcoin and Bitcoin Mining,True,20,520,10,9,Beginner Level,Business Finance,10400
442114,Take Control By Learning The Stock Market Now,True,30,1440,0,21,Beginner Level,Business Finance,43200
781954,Cost Accounting and Financial Management - A Complete Study,True,150,452,14,444,All Levels,Business Finance,67800
902150,Learn Global Macro Trading & Investing for Retail Investor,True,75,178,16,27,All Levels,Business Finance,13350
1169188,Energiespar-Formel // Mehr Geld durch Wasser sparen Zuhause,True,50,21,2,54,All Levels,Business Finance,1050
1201912,high swing - كورس لتعليم جميع مراحل احتراف تداول الفوركس,True,100,12,4,17,Intermediate Level,Business Finance,1200
167316,TRADER BOT: Introdução à Linguagem MQL5,True,20,209,33,33,All Levels,Business Finance,4180
1028656,财务分析与估值建模入门,False,0,505,43,10,Beginner Level,Business Finance,0
645890,Aprende desde cero a operar el mercado de divisas FOREX,True,90,16,4,24,All Levels,Business Finance,1440
559328,Cómo usar Metatrader 4 para hacer trading?,True,20,25,1,25,All Levels,Business Finance,500
1225194,Zoho Books Gestion Financière d'Entreprise pas à pas,False,0,229,0,33,All Levels,Business Finance,0
734280,Aprende a llevar la contabilidad de forma informatizada,True,25,6,1,27,Beginner Level,Business Finance,150
1164568,Psicología del trading,True,20,1,1,6,All Levels,Business Finance,20
43291,La costruzione del budget di una proposta comunitaria,True,50,10,1,5,Intermediate Level,Business Finance,500
1034560,"Erfolgreich als Signalgeber/in, per Social- und Copytrading",True,60,1,1,33,All Levels,Business Finance,60
871682,Aprenda  a Investir,True,20,34,4,9,All Levels,Business Finance,680
1057040,Teeter-Totter Accounting,True,90,0,0,12,Beginner Level,Business Finance,0
1032648,beginning accounting,True,20,0,0,12,Intermediate Level,Business Finance,0
1087466,Stop Creditors from Harassing you and Avoid Bankruptcy,True,20,0,0,7,Beginner Level,Business Finance,0
1058852,Learn to trade using technical analysis,True,50,0,0,6,Intermediate Level,Business Finance,0
1083744,How to Invest Using ETFs from Former Wall Street Trader,True,200,0,0,10,All Levels,Business Finance,0
1271430,Workshop on Banking Credit Analysis Process,True,100,0,0,7,All Levels,Business Finance,0
715476,The Cuckoo Strategy to get European Funding,True,160,0,0,6,All Levels,Business Finance,0
1219820,Accounting - The 6 most important rules you must learn,True,20,0,0,9,All Levels,Business Finance,0
627332,Mutual Funds for Investors in Retirement Accounts,True,20,0,0,0,All Levels,Business Finance,0
1136038,Free Ways to Create Passive Income Online,True,25,0,0,27,Beginner Level,Business Finance,0
1035638,Understanding Financial Statements,True,25,0,0,10,All Levels,Business Finance,0
1232282,The Cash Flow Statement - An Introduction,True,50,0,0,10,Beginner Level,Business Finance,0
41961,"Options Foundation - Time Decay, Implied Volatility, Greeks",True,60,459,25,14,Beginner Level,Business Finance,27540
42040,Buying Call and Put Options - Options beginner strategies,True,60,266,20,14,Intermediate Level,Business Finance,15960
1039442,How To Trade RSI Pullback Strategy: Entry To Exit (Forex),True,150,104,10,21,All Levels,Business Finance,15600
615602,Valuation of Goodwill for CA / CFA / CMA Exams,True,20,1509,0,9,All Levels,Business Finance,30180
235112,Forex - Catch the Big Market Moves in Forex,True,20,212,25,14,Intermediate Level,Business Finance,4240
551910,SEASON 2 MQL4 Tutorial Bootcamp - Metatrader4 Trading Robots,True,25,462,18,34,All Levels,Business Finance,11550
1051430,Intermediate Accounting 1: Easy. Fast. Simple!,True,200,90,12,35,Intermediate Level,Business Finance,18000
828596,Global Macro Investing - Take Control Of The World's Markets,True,30,153,41,27,Intermediate Level,Business Finance,4590
258894,How to Read a Balance Sheet,True,50,1055,21,64,Beginner Level,Business Finance,52750
138560,Credit Repair from a Financial Institution,True,20,157,13,9,All Levels,Business Finance,3140
689868,The Binary Institute -  Binary Options Trading Course,True,200,103,25,12,All Levels,Business Finance,20600
1020244,Mental Models For Wall Street - Become A Better Trader,False,0,1067,50,35,All Levels,Business Finance,0
858764,株式投資に向く性格に変えるための心理学を学ぶ,True,20,58,11,28,All Levels,Business Finance,1160
941310,Matemática Financeira com HP12C e MS Excel,True,20,74,17,30,Beginner Level,Business Finance,1480
1214144,¡Triunfar en La Bolsa de Valores No Requiere de Experiencia!,False,0,338,7,6,Beginner Level,Business Finance,0
492344,Cómo Crear Políticas Contables bajo NIIF para PYMES,True,20,27,5,6,All Levels,Business Finance,540
815672,Finanzas Personales para Vivir Libre de Deudas,True,75,76,13,77,Beginner Level,Business Finance,5700
376712,Finanzas personales: Logrando la Libertad Financiera,True,30,27,5,12,Beginner Level,Business Finance,810
869716,株式投資で本当のテクニカル分析ができるようになる,True,20,68,10,45,Intermediate Level,Business Finance,1360
754156,Aktiver Vermögensaufbau mit ETF,True,20,112,18,33,Beginner Level,Business Finance,2240
709816,Socorro! Preciso Organizar as Minhas Finanças!,True,20,72,17,37,All Levels,Business Finance,1440
680046,Curso Completo de Opciones Binarias: Estrategias 90% Acierto,True,145,335,16,26,All Levels,Business Finance,48575
1138162,Le basi del Trading,True,200,22,5,18,All Levels,Business Finance,4400
829182,【個人事業主向け】青色申告の記帳を自力で行うための複式簿記の基本,True,30,41,3,37,Beginner Level,Business Finance,1230
1163242,Profit and Loss Account for bankers and credit analysts,True,20,1,0,31,Beginner Level,Business Finance,20
46933,Business Accounts For Managers,True,30,16,0,23,Beginner Level,Business Finance,480
954842,Black Scholes Option Pricing Model,True,25,3,0,10,Beginner Level,Business Finance,75
868112,Chief Wealth Officer,True,45,4,0,7,Beginner Level,Business Finance,180
1056242,Practical Accounts Training A,True,35,2,0,127,Intermediate Level,Business Finance,70
113712,International Trade and New Geographic Economy,True,20,12,1,6,All Levels,Business Finance,240
146454,2. Principles of Simple Interest - advanced problems,True,20,10,1,12,Intermediate Level,Business Finance,200
56926,School of Raising Capital: Agile Financial Modeling,True,20,12,1,11,All Levels,Business Finance,240
589778,How to Read Financial Statements,True,20,5,2,59,Beginner Level,Business Finance,100
1113702,"Intro. to Asset-Backed Securities, CFA Level I,  2017 Prep",True,20,1,0,13,All Levels,Business Finance,20
1072220,Reach Your Personal Financial Goals the Easy Way (2017 UK),True,95,2,0,59,All Levels,Business Finance,190
101038,Bitesize Bookkeeping for busy people,True,20,9,0,13,Beginner Level,Business Finance,180
417088,Do Your Own Accounts,True,35,42,2,13,All Levels,Business Finance,1470
258954,CFA Level 1 - Derivatives,True,30,110,6,25,All Levels,Business Finance,3300
298044,Accounting for everyone! ,True,35,420,2,14,Beginner Level,Business Finance,14700
593962,Stock Fundamental Analysis with Excel,True,50,206,13,50,All Levels,Business Finance,10300
941520,Financial Accounting For Beginners,True,60,164,3,22,All Levels,Business Finance,9840
64173,Trading: How Transformative Learning Drives Expertise,True,30,69,2,16,All Levels,Business Finance,2070
371828,Manual Bookkeeping,True,20,28,2,26,Intermediate Level,Business Finance,560
974954,Numeracy skills in business and everyday life:Think and Deal,True,20,90,4,15,Beginner Level,Business Finance,1800
818572,Financial Modelling in Excel Step by Step,True,20,13,2,17,Intermediate Level,Business Finance,260
115752,Straight From Business School: Create Financial Statements,True,20,31,2,5,Beginner Level,Business Finance,620
731150,How To Pay Less Tax (UK version),True,50,13,2,98,All Levels,Business Finance,650
627772,Interpreting financial statements,False,0,2119,111,54,All Levels,Business Finance,0
850726,Forex trading with binary options,True,25,136,28,21,All Levels,Business Finance,3400
136244,Triple P Trading Course,True,20,797,15,16,All Levels,Business Finance,15940
485889,Cost Accounting - A Comprehensive Study,True,180,503,43,286,All Levels,Business Finance,90540
507778,How to become a successful day trader,True,95,1150,6,27,All Levels,Business Finance,109250
422918,Essentials of Finance and Investment in 2 hours,True,20,1403,6,14,Beginner Level,Business Finance,28060
362530,Public Speaking: You Can Give Great Financial Presentations,True,20,916,6,23,All Levels,Business Finance,18320
579642,Professional Trading - Consistent Profits with Low Risk!,True,20,627,5,27,All Levels,Business Finance,12540
1022796,Trading for winning,True,200,168,7,27,All Levels,Business Finance,33600
793084,Succeed in Stocks Even if you Don't Know Where to Start,False,0,2554,20,10,Beginner Level,Business Finance,0
881062,Options Basics & Trading With Small Capital! - Level 1,True,30,120,17,19,Beginner Level,Business Finance,3600
838260,Forex trading Basic to advance Professional Level course,True,20,750,13,28,All Levels,Business Finance,15000
380542,Day Trading in Stocks: Strategies for Beginner Investors,True,50,217,19,9,All Levels,Business Finance,10850
772480,Learn to Trade Forex Big U-Turn Trade,True,50,106,13,12,Beginner Level,Business Finance,5300
576906,"Technical Analysis Primer for trading Stocks, Bonds & Forex",True,50,397,4,36,Beginner Level,Business Finance,19850
410196,DIY: Reduce Unpaid Federal Tax thru  IRS Offer in Compromise,True,20,44,3,8,All Levels,Business Finance,880
581662,Stock Trading with this Strategy,True,50,30,3,6,All Levels,Business Finance,1500
1088102,The Psychology of Trading,True,20,95,3,20,All Levels,Business Finance,1900
788756,Professional Forex Strategy+2 weeks for FREE trading alerts,True,95,55,9,15,All Levels,Business Finance,5225
380206,Stock Trading Essentials for Day Traders,True,100,94,15,9,All Levels,Business Finance,9400
160322,Basics of Finance and Budgeting,True,20,578,7,34,Beginner Level,Business Finance,11560
610812,Portfolio Management CFA L1 2016,True,20,393,5,34,All Levels,Business Finance,7860
288256,"Trade Stocks, Forex & Financial Markets like a Professional",True,20,116,6,12,All Levels,Business Finance,2320
662996,The Tax Advantaged Investor: A Guide to Legal Tax Reduction!,False,0,1888,42,25,All Levels,Business Finance,0
101234,The Smart Option Trader,True,45,412,19,74,All Levels,Business Finance,18540
1113442,Beginners Chart Patterns Trading for Penny Stocks,True,200,40,7,26,Beginner Level,Business Finance,8000
746366,Financial Statements: Learn Accounting. Unlock the Numbers.,True,40,222,12,35,Beginner Level,Business Finance,8880
186556,CFA® Level 1 2014 – Alternative Investments,True,30,831,1,13,All Levels,Business Finance,24930
179500,Interest Rate Swaps,True,50,485,24,20,All Levels,Business Finance,24250
304000,Financial Modelling for entrepreneurs,True,20,232,7,17,All Levels,Business Finance,4640
334838,Economics - CFA Level 1 - 2014,True,20,135,20,24,Beginner Level,Business Finance,2700
302456,Bookkeeping Made Simple,True,40,61,16,22,All Levels,Business Finance,2440
537748,What is Bitcoin,True,20,61,3,27,All Levels,Business Finance,1220
378464,Accounting for CA CPT Exams Part I,True,50,874,2,120,All Levels,Business Finance,43700
532216,Raising Capital for Your Business,True,50,22,5,60,All Levels,Business Finance,1100
41973,"Silver, Gold, and Inflation",False,0,5597,76,11,Beginner Level,Business Finance,0
138004,Accounting Concepts For Technocrats,True,20,261,2,35,Beginner Level,Business Finance,5220
94532,Beginner Financial Analysis: Invest Like Warren Buffett,True,50,83,4,19,Beginner Level,Business Finance,4150
467238,Advance Technical Analysis,True,50,152,6,14,Expert Level,Business Finance,7600
850294,The Everyday Investor: Building Wealth with Venture Capital,True,20,176,2,12,Intermediate Level,Business Finance,3520
1110256,QuickBooks Online : Inventory Management For Non-Finance,True,35,8,4,10,All Levels,Business Finance,280
439210,Law Matters,True,20,327,1,12,Beginner Level,Business Finance,6540
597164,Learn to Trade for Profit: Finding Winning Stocks - Chinese,True,95,264,0,79,All Levels,Business Finance,25080
773502,Financial Accounting Part 2 - Passing The Class,True,20,15,4,36,Beginner Level,Business Finance,300
262818,Simple Options Trading System,True,35,104,2,16,Intermediate Level,Business Finance,3640
255046,Investments and Financial Markets,True,40,71,3,19,Beginner Level,Business Finance,2840
295909,Legal Accounting,True,110,26,6,49,All Levels,Business Finance,2860
1153876,"Term Loan Appraisal for bankers, credit analysts",True,20,11,2,28,Beginner Level,Business Finance,220
83736,Small Biz Doers' Guide to Small Biz Accounting + Bookkeeping,True,20,1294,7,58,Beginner Level,Business Finance,25880
75182,Trade Show Samurai,True,95,32,7,7,All Levels,Business Finance,3040
236070,Forex Harmonic Trading- With Multiple Forex Chart Examples,True,135,313,16,25,All Levels,Business Finance,42255
788796,The Cost of Capital: The Key To Attract Venture Capitalists,True,50,635,4,6,All Levels,Business Finance,31750
508796,Accounting for School Students,True,30,1311,2,12,All Levels,Business Finance,39330
739910,Learn To Trade The Forex Naked Price Action Acapulco Trade,True,70,288,9,13,Intermediate Level,Business Finance,20160
725872,Certificate in MYOB AccountRight Premier 2017 Course,True,200,97,18,29,All Levels,Business Finance,19400
894336,Master The Psychology of Forex & Binary Options Trading,True,20,53,16,7,Intermediate Level,Business Finance,1060
334820,Learn to Pick the Right Stock Broker Account,True,40,1102,3,14,Beginner Level,Business Finance,44080
619786,Profit During Crashing Markets: A Step-by-Step Guide,True,195,57,11,18,All Levels,Business Finance,11115
179820,Introduction to Futures & Options,True,50,694,35,27,All Levels,Business Finance,34700
322332,Learn To Invest In 7 Steps,True,50,137,14,21,Beginner Level,Business Finance,6850
597424,Sell like a Pro: Insider Secrets of Successful Selling!,True,115,12,1,25,All Levels,Business Finance,1380
1089610,3 Little Pigs: A Multiple Timeframe Forex Trading Strategy,True,20,18,0,6,All Levels,Business Finance,360
166842,6. Annuities Due and Deferred,True,20,170,0,16,All Levels,Business Finance,3400
408232,CFA® Level 1 2014 – Quantitative Methods,True,50,119,0,27,All Levels,Business Finance,5950
249376,IFRIC 13-Customer Loyalty Programmes (Revenue),False,0,2058,22,6,All Levels,Business Finance,0
231256,FOREX Currency Trading For Beginners,True,25,35,2,28,Beginner Level,Business Finance,875
479496,Basic Technical Analysis,True,50,40,1,27,Beginner Level,Business Finance,2000
944534,Forex:Trade Management & Psychology,True,150,13,0,19,Intermediate Level,Business Finance,1950
1153854,"Working Capital assessment for bankers, credit analysts",True,20,4,0,29,Beginner Level,Business Finance,80
74028,"CFA Level I Workshop 6: Alternatives, PM and Economics ",True,20,71,1,5,All Levels,Business Finance,1420
73962,CFA Level I Workshop 3: Financial Reporting & Analysis II,True,20,71,1,5,All Levels,Business Finance,1420
